customer_type,first_name,last_name,company_name,email,phone_number,dob,sex
Individual,Marc,Jones,,,02074960181,1965-05-07,Male
Individual,Josh,Hughes,,hughes.josh@outlook.co.uk,(0808)1570259,1984-06-17,Male
Individual,Francis,Charlton,,francischarlton600@outlook.me,+44(0)151 496 0667,1992-07-31,Male
Business,,,Dyer Group,contact@dyergroup.com,0141 4960734,,
Business,,,Green PLC,gre71@greenplc.com,,,
Individual,Nigel,Payne,,npayne@gmail.me,(0114) 4960753,1995-07-21,Male
Individual,Kerry,Coleman,,kerry22@yahoo.net,0114 4960226,1983-03-19,Female
Individual,Brian,Smith,,brians@yahoo.net,+44116 496 0587,1958-06-03,Male
Individual,Karen,Cooper,,,+44116 496 0265,1963-10-19,Female
Individual,Josephine,Alexander,,josephinea@gmail.com,(0909) 879 0306,1967-11-23,Female
Individual,Anna,Giles,,agiles@outlook.org,02074960737,1979-03-22,Female
Individual,Lisa,Clark,,lisaclark999@yahoo.us,+44161 4960000,1982-05-02,Female
Individual,Beth,Whitehouse,,,01632 960 611,1962-07-13,Female
Individual,Alice,Sullivan,,alices@gmail.com,+44(0)1144960296,2002-01-28,Female
Individual,Fiona,Wall,,fionawall353@yahoo.us,01514960455,1955-12-11,Female
Individual,Jeffrey,Rogers,,jeffrey24@yahoo.com,(0808)1570925,1978-10-21,Male
Individual,Leah,Bibi,,bibi.leah@gmail.co.uk,,1985-11-30,Female
Individual,Gerard,Vaughan,,vaughan.gerard@yahoo.com,+441414960143,2006-01-26,Male
Individual,Daniel,Khan,,dkhan@gmail.org,+441184960713,1968-11-07,Male
Individual,Callum,Grant,,grant.callum@yahoo.io,+44116 496 0635,2006-04-19,Male
Individual,Robin,Chapman,,robin65@gmail.me,+44(0)29 2018964,1994-11-25,Male
Individual,Elaine,Weston,,elainew@yahoo.net,(0118) 4960461,1963-10-24,Female
Individual,Darren,Davies,,davies.darren@outlook.co.uk,(0114)4960006,1997-10-08,Male
Business,,,Benson and Sons,sales@bensonandsons.com,0114 4960649,,
Individual,Declan,Kay,,kay.declan@yahoo.com,+44191 4960720,1976-04-11,Male
Individual,Gerard,Howard,,gerard55@yahoo.co.uk,,1993-03-13,Male
Individual,Lydia,Holt,,lydia91@outlook.me,0161 496 0593,2006-07-13,Female
Individual,Julie,Browne,,julie_browne@yahoo.net,+44(0)28 9018500,1975-12-18,Female
Individual,Gerard,Davis,,gerard_davis@gmail.me,01632 960 803,1976-07-02,Male
Individual,Dean,Bennett,,dean1@outlook.me,0306 999 0100,1986-06-14,Male
Individual,Mohammed,Hardy,,mohammedh@outlook.us,(020) 7496 0386,2004-07-16,Male
Individual,Fiona,Woodward,,,0191 4960694,1960-04-23,Female
Individual,Bethan,Wheeler,,bethan_wheeler@outlook.com,+44(0)9098790076,1977-06-30,Female
Individual,Carl,Bailey,,carlbailey153@yahoo.me,(0191)4960276,1997-03-23,Male
Individual,Gerard,Smith,,gerardsmith101@outlook.co.uk,+44(0)114 496 0326,1963-03-28,Male
Individual,Leon,Hughes,,leon95@yahoo.us,01184960605,1957-05-20,Male
Individual,Anna,Ross,,anna_ross@gmail.org,+4428 9018831,1985-07-08,Female
Individual,Tom,O'Neill,,o'neill.tom@yahoo.com,+44141 4960528,1976-07-06,Male
Individual,Clare,Short,,clare47@yahoo.co.uk,+44(0)115 496 0930,1981-01-15,Female
Business,,,"Brown, Morris and Power",support@brownmorrisandpower.com,(0306) 9990484,,
Individual,Kenneth,Allen,,kenneth.allen@yahoo.me,,1979-11-24,Male
Business,,,"Holloway, Duffy and Fowler",admin@hollowayduffyandfowler.com,+44(0)808 157 0064,,
Individual,Graham,Glover,,graham_glover@yahoo.co.uk,+44(0)141 496 0597,1964-08-01,Male
Individual,Donald,Bentley,,donald.bentley@outlook.org,,1983-07-20,Male
Individual,Danny,Grant,,danny_grant@gmail.org,+44141 4960337,1963-02-15,Male
Business,,,Kaur Ltd,contact@kaurltd.com,0306 999 0489,,
Individual,Harriet,Murray,,hmurray@outlook.com,0808 157 0437,1997-01-03,Female
Individual,Barbara,Kirby,,barbara.kirby@gmail.me,+443069990520,1979-07-15,Female
Individual,Gordon,Vaughan,,gordon54@gmail.us,(0151) 4960620,1984-03-16,Male
Individual,Harriet,Jones,,harriet14@gmail.io,+441632 960247,1998-02-27,Female
Individual,Gary,Collins,,gary5@gmail.me,(0117) 496 0360,1977-08-04,Male
Individual,Diana,Mitchell,,diana.mitchell@outlook.co.uk,+441184960791,1976-08-25,Female
Individual,Brett,Bartlett,,brett45@gmail.io,(0121) 4960191,1971-05-08,Male
Individual,Elliott,Robson,,elliottr@outlook.org,0306 9990156,2006-11-23,Male
